event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	ref_junction	ref_PSI	alt_junction	alt_PSI	dPSI	OR_junction	p_junction	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MSE_675	MSE@chr12@111793649-111793699;111794337-111795678@111789459-111806008	2	chr12:111793649-111793699;chr12:111794337-111795678	chr12:111789459-111793649;chr12:111793699-111794337;chr12:111795678-111806008;chr12:111789459-111806008	+	ENSMUSG00000021288	Klc1	unannotated	233;587;1188;121	0.8469000421762969	221;815;1351;32	0.9613370922271446	0.1144370500508477	0.2788227814965783;0.19047812198955535;0.2325550097570823	8.254263095375922e-10;6.816153533868481e-19;2.6228350465955106e-15	8.254263095375922e-10	5.407600566329611e-08	Yes	0.8361934477379095	0.8569915254237288	0.8435114503816794	0.9452201933404941	0.9499241274658573	0.986562150055991	0.005061807740790166
MSE_2871	MSE@chr1@166401866-166401964;166403498-166403624@166400165-166408399	2	chr1:166401866-166401964;chr1:166403498-166403624	chr1:166400165-166401866;chr1:166401964-166403498;chr1:166403624-166408399;chr1:166400165-166408399	-	ENSMUSG00000040596	Pogk	annotated	190;129;120;54	0.7304492512479202	191;186;176;6	0.968476357267951	0.23802710602003085	0.11052937754508435;0.07706093189964158;0.07575757575757576	9.645573458565038e-10;3.530580368515163e-13;2.9756593117246574e-13	9.645573458565038e-10	6.161110046658418e-08	Yes	0.5827067669172933	1.0	0.22727272727272727	0.9690721649484537	0.9473684210526315	1.0	0.2400140300521775
MSE_396	MSE@chr11@29705535-29705591;29706410-29708770@29693693-29733633	2	chr11:29705535-29705591;chr11:29706410-29708770	chr11:29693693-29705535;chr11:29705591-29706410;chr11:29708770-29733633;chr11:29693693-29733633	+	ENSMUSG00000020458	Rtn4	annotated	286;178;748;712	0.36200716845878134	289;237;736;379	0.5260525218841183	0.164045353425337	0.5267777302593212;0.399789029535865;0.5409822300928188	9.89920355339196e-10;6.2345923630949796e-15;4.787700259862059e-14	9.89920355339196e-10	6.245053105905298e-08	Yes	0.37605804111245467	0.35346358792184723	0.3653846153846154	0.5152317880794702	0.7	0.4287109375	0.1485533168240611
MSE_6231	MSE@chr9@59641024-59641096;59641741-59641810@59640149-59648830	2	chr9:59641024-59641096;chr9:59641741-59641810	chr9:59640149-59641024;chr9:59641096-59641741;chr9:59641810-59648830;chr9:59640149-59648830	+	ENSMUSG00000025237	Parp6	annotated	543;352;239;41	0.9021479713603818	370;214;200;113	0.6981300089047194	-0.2040179624556624	4.044759393539882;4.5333941189879186;3.2935365853658536	2.8399186402463933e-14;4.4888801188767525e-15;2.3139268320791737e-09	2.3139268320791737e-09	1.3749030362702997e-07	Yes	0.84765625	0.8009478672985781	1.0	0.7032967032967032	0.8378378378378378	0.5806451612903226	0.14302490420688757
MSE_5818	MSE@chr8@70599840-70599899;70600009-70600062@70599757-70600396	2	chr8:70599840-70599899;chr8:70600009-70600062	chr8:70599757-70599840;chr8:70599899-70600009;chr8:70600062-70600396;chr8:70599757-70600396	-	ENSMUSG00000070003	Ssbp4	annotated	1840;37;14;0	1.0	1036;59;50;178	0.6819535437760571	-0.3180464562239429	inf;inf;inf	1.088834746120681e-75;5.800510076329259e-20;2.5903607075233714e-09	2.5903607075233714e-09	1.504175365391412e-07	Yes	1.0	1.0	1.0	0.6298472385428908	0.8706896551724138	0.6828859060402684	0.06509557356299972
MSE_1097	MSE@chr14@12297582-12297656;12299722-12299782@12287393-12301148	2	chr14:12297582-12297656;chr14:12299722-12299782	chr14:12287393-12297582;chr14:12297656-12299722;chr14:12299782-12301148;chr14:12287393-12301148	+	ENSMUSG00000033111	3830406C13Rik	unannotated	866;58;86;45	0.8820960698689957	720;55;58;0	1.0	0.11790393013100431	0.0;0.0;0.0	4.2569737906278445e-12;7.67217175559295e-11;4.738284895309528e-09	4.738284895309528e-09	2.660729210443043e-07	Yes	0.9292452830188679	1.0	0.7014925373134329	1.0	1.0	1.0	0.3050564279963116
MSE_1077	MSE@chr14@105113469-105113527;105114120-105115286@105109802-105116986	2	chr14:105113469-105113527;chr14:105114120-105115286	chr14:105109802-105113469;chr14:105113527-105114120;chr14:105115286-105116986;chr14:105109802-105116986	-	ENSMUSG00000022119	Rbm26	annotated	161;62;246;2	0.9873684210526316	176;103;205;62	0.7223880597014926	-0.264980361351139	28.357954545454547;18.660194174757283;37.2	1.5885386391612325e-13;8.978514469090146e-09;3.129380165476198e-17	8.978514469090146e-09	4.779188430942776e-07	Yes	1.0	0.975	1.0	0.8620689655172413	0.8360655737704918	0.5782747603833865	0.12262481221839669
MSE_4823	MSE@chr6@127468032-127468152;127470702-127470830;127471548-127471668@127453822-127474236	3	chr6:127468032-127468152;chr6:127470702-127470830;chr6:127471548-127471668	chr6:127453822-127468032;chr6:127468152-127470702;chr6:127470830-127471548;chr6:127471668-127474236;chr6:127453822-127474236	+	ENSMUSG00000037997	Parp11	unannotated	299;529;457;456;144	0.7514026758739749	467;412;325;350;34	0.919526627218935	0.16812395134496005	0.15117178206043302;0.3031620819848975;0.332008547008547;0.3076190476190476	8.934024118900092e-25;2.157196175994724e-10;1.0127954026770622e-08;5.970587143480335e-10	1.0127954026770622e-08	5.335447946061637e-07	Yes	0.7607655502392344	0.8746987951807229	0.6520112254443405	0.8700147710487445	0.9232245681381958	0.983739837398374	0.1095842458250233
MSE_5144	MSE@chr7@119824045-119824139;119825536-119825638@119823894-119827303	2	chr7:119824045-119824139;chr7:119825536-119825638	chr7:119823894-119824045;chr7:119824139-119825536;chr7:119825638-119827303;chr7:119823894-119827303	+	ENSMUSG00000030924	Rexo5	annotated	53;62;80;0	1.0	54;44;58;33	0.611764705882353	-0.388235294117647	inf;inf;inf	1.248651932689341e-08;7.956715926522597e-11;4.186735622952218e-11	1.248651932689341e-08	6.380611376042533e-07	Yes	1.0	1.0	1.0	0.8623853211009175	0.625	0.326530612244898	0.12545783884600759
MSE_5596	MSE@chr7@98599752-98599793;98600672-98600827;98602583-98602747@98597184-98610667	3	chr7:98599752-98599793;chr7:98600672-98600827;chr7:98602583-98602747	chr7:98597184-98599752;chr7:98599793-98600672;chr7:98600827-98602583;chr7:98602747-98610667;chr7:98597184-98610667	-	ENSMUSG00000035401	Emsy	annotated	47;37;107;59;149	0.29550827423167847	88;82;98;127;38	0.7221206581352834	0.4266123839036049	0.1362111043319097;0.11507611720412506;0.27845500616353924;0.1184801564234001	3.3563237481125207e-16;1.748587051422347e-17;1.3116433863997696e-08;2.9026763200285315e-21	1.3116433863997696e-08	6.636136341091904e-07	Yes	0.7593984962406015	0.33159268929503916	0.06666666666666667	0.75	0.7842323651452282	0.5102040816326531	0.27966579968535527
MSE_326	MSE@chr11@106662002-106662024;106671742-106671798@106655162-106679549	2	chr11:106662002-106662024;chr11:106671742-106671798	chr11:106655162-106662002;chr11:106662024-106671742;chr11:106671798-106679549;chr11:106655162-106679549	-	ENSMUSG00000020717	Pecam1	annotated	21;14;53;49	0.37446808510638296	69;47;69;7	0.8980582524271845	0.5235901673208015	0.043478260869565216;0.0425531914893617;0.10973084886128365	8.223620714200711e-15;9.37445488665887e-13;1.3623232203877365e-08	1.3623232203877365e-08	6.824972211942484e-07	Yes	0.6086956521739131	0.2052980132450331	1.0	0.9285714285714286	0.7073170731707317	0.9512195121951219	0.3807667597557848
MSE_481	MSE@chr11@57796026-57796173;57796312-57796397@57795794-57801234	2	chr11:57796026-57796173;chr11:57796312-57796397	chr11:57795794-57796026;chr11:57796173-57796312;chr11:57796397-57801234;chr11:57795794-57801234	-	ENSMUSG00000087165	2010001A14Rik	unannotated	520;409;374;470	0.4802801326944342	303;244;225;137	0.6525781910397295	0.17229805834529527	0.5002457692577769;0.48860306941053366;0.4845200945626478	6.2793740594554475e-09;1.0457250383210753e-08;1.4120996652637281e-08	1.4120996652637281e-08	7.00565950436665e-07	Yes	0.5252293577981652	0.5371621621621622	0.4298056155507559	0.6905263157894738	0.5132075471698113	0.6952595936794582	0.13879294917784843
MSE_4303	MSE@chr4@95812108-95812169;95820882-95822125@95800664-95837585	2	chr4:95812108-95812169;chr4:95820882-95822125	chr4:95800664-95812108;chr4:95812169-95820882;chr4:95822125-95837585;chr4:95800664-95837585	+	ENSMUSG00000028573	Fggy	unannotated	337;123;375;69	0.8013435700575816	316;69;323;3	0.9874476987447699	0.18610412868718829	0.04636763896532746;0.07750472589792061;0.050477857046708846	2.7104205113088483e-15;2.0023469367614702e-08;2.6510230498645294e-14	2.0023469367614702e-08	9.744755092239156e-07	Yes	0.9315589353612167	1.0	0.5935483870967742	0.9766536964980544	0.9850746268656716	1.0	0.36629673933741425
MSE_3053	MSE@chr1@73940978-73941053;73941910-73942106@73937317-73952421	2	chr1:73940978-73941053;chr1:73941910-73942106	chr1:73937317-73940978;chr1:73941053-73941910;chr1:73942106-73952421;chr1:73937317-73952421	-	ENSMUSG00000055322	Tns1	unannotated	60;116;66;52	0.6080402010050251	111;158;92;11	0.9162436548223352	0.30820345381731007	0.11434511434511435;0.15530671859785783;0.15175585284280937	6.240348113452975e-11;4.187538161615293e-09;2.122080420062229e-08	2.122080420062229e-08	1.0134421445343917e-06	Yes	1.0	0.3784860557768924	1.0	0.8516483516483516	0.926829268292683	1.0	0.5884629741386129
MSE_3540	MSE@chr2@35414219-35414284;35416472-35416507@35413427-35422180	2	chr2:35414219-35414284;chr2:35416472-35416507	chr2:35413427-35414219;chr2:35414284-35416472;chr2:35416507-35422180;chr2:35413427-35422180	-	ENSMUSG00000035778	Ggta1	annotated	100;76;93;0	1.0	109;63;71;30	0.7297297297297297	-0.2702702702702703	inf;inf;inf	2.6814462456370754e-08;2.63406691284762e-09;2.8852822489770773e-10	2.6814462456370754e-08	1.2687213254819865e-06	Yes	1.0	1.0	1.0	0.9072164948453609	0.5932203389830509	0.7203389830508475	0.10432006047437804
MSE_275	MSE@chr10@90897247-90897426;90914696-90914767@90895206-90921296	2	chr10:90897247-90897426;chr10:90914696-90914767	chr10:90895206-90897247;chr10:90897426-90914696;chr10:90914767-90921296;chr10:90895206-90921296	+	ENSMUSG00000058589	Anks1b	annotated	32;0;0;114	0.0855614973262032	42;11;14;24	0.48201438848920863	0.3964528911630054	0.16040100250626566;0.0;0.0	8.491103320259014e-09;3.024767367907665e-08;4.447008977983455e-10	3.024767367907665e-08	1.4051419318189244e-06	Yes	0.08695652173913043	0.36065573770491804	0.0	0.6065573770491803	0.45	0.16666666666666666	0.20162029218542815
MSE_2256	MSE@chr18@10574875-10575018;10577001-10577090;10582055-10582186;10584248-10584362;10585978-10586041;10588439-10588550;10595676-10595875@10572142-10596339	7	chr18:10574875-10575018;chr18:10577001-10577090;chr18:10582055-10582186;chr18:10584248-10584362;chr18:10585978-10586041;chr18:10588439-10588550;chr18:10595676-10595875	chr18:10572142-10574875;chr18:10575018-10577001;chr18:10577090-10582055;chr18:10582186-10584248;chr18:10584362-10585978;chr18:10586041-10588439;chr18:10588550-10595676;chr18:10595875-10596339;chr18:10572142-10596339	-	ENSMUSG00000024293	Esco1	unannotated	174;329;172;249;352;145;58;138;55	0.786096256684492	389;231;147;216;209;208;31;163;0	1.0	0.213903743315508	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	1.9564276581412852e-26;1.4124988253307602e-12;9.209300962411947e-14;2.8462128921129846e-14;5.0392590426177904e-11;1.1510567084272316e-19;3.344088991360285e-08;4.054577525536618e-17	3.344088991360285e-08	1.5394860131397348e-06	Yes	1.0	0.8587196467991169	0.5063291139240507	1.0	1.0	1.0	0.28608172842102303
MSE_2138	MSE@chr17@45452678-45452740;45454091-45454211@45449550-45457158	2	chr17:45452678-45452740;chr17:45454091-45454211	chr17:45449550-45452678;chr17:45452740-45454091;chr17:45454211-45457158;chr17:45449550-45457158	-	ENSMUSG00000023935	Spats1	unannotated	48;37;70;67	0.4353932584269663	72;81;157;18	0.8516483516483516	0.4162550932213853	0.1791044776119403;0.12271973466003316;0.11978324935830402	3.6662284768839517e-08;2.316067015735341e-11;1.8752457875697384e-14	3.6662284768839517e-08	1.672716742578303e-06	Yes	1.0	0.7721518987341772	0.0	0.8295454545454546	0.9150943396226415	0.8235294117647058	0.47334903570762665
MSE_3698	MSE@chr2@91216666-91216808;91217053-91217230;91217307-91217406;91218744-91218889@91212614-91234108	4	chr2:91216666-91216808;chr2:91217053-91217230;chr2:91217307-91217406;chr2:91218744-91218889	chr2:91212614-91216666;chr2:91216808-91217053;chr2:91217230-91217307;chr2:91217406-91218744;chr2:91218889-91234108;chr2:91212614-91234108	-	ENSMUSG00000002109	Ddb2	annotated	674;676;844;364;390;119	0.8320632232571268	554;614;559;242;284;216	0.675967596759676	-0.1560956264974508	2.208294147984103;1.9984123942736705;2.740548097593241;2.730189596499757;2.492602674872766	3.75241232344546e-10;4.146519872573886e-08;5.377550781228015e-16;6.241409002755536e-13;2.839950912490768e-11	4.146519872573886e-08	1.8266134955907377e-06	Yes	0.7962382445141065	0.7962852007189934	0.8988673139158576	0.597652975691534	0.7973950795947903	0.6825396825396826	0.12562803661014252
MSE_1668	MSE@chr16@21775345-21775511;21777799-21777902@21773606-21787707	2	chr16:21775345-21775511;chr16:21777799-21777902	chr16:21773606-21775345;chr16:21775511-21777799;chr16:21777902-21787707;chr16:21773606-21787707	-	ENSMUSG00000022853	Ehhadh	unannotated	253;113;103;29	0.8435251798561151	237;144;92;0	1.0	0.15647482014388492	0.0;0.0;0.0	1.237947562812292e-08;3.058759819500378e-10;6.149046363336866e-08	6.149046363336866e-08	2.640472850138772e-06	Yes	1.0	1.0	0.5515463917525774	1.0	1.0	1.0	0.42264973081037416
MSE_3127	MSE@chr1@91499502-91499663;91500773-91500910;91501005-91501424@91498021-91505423	3	chr1:91499502-91499663;chr1:91500773-91500910;chr1:91501005-91501424	chr1:91498021-91499502;chr1:91499663-91500773;chr1:91500910-91501005;chr1:91501424-91505423;chr1:91498021-91505423	+	ENSMUSG00000034292	Traf3ip1	unannotated	89;100;43;109;42	0.6699410609037328	64;60;113;90;0	1.0	0.33005893909626716	0.0;0.0;0.0;0.0	4.648010401690127e-09;6.202063383989697e-08;1.7580574117195768e-19;4.836703605694306e-10	6.202063383989697e-08	2.641045324348946e-06	Yes	1.0	1.0	0.2663755458515284	1.0	1.0	1.0	0.42264973081037416
MSE_463	MSE@chr11@51968226-51968351;51970144-51970243@51967957-51975900	2	chr11:51968226-51968351;chr11:51970144-51970243	chr11:51967957-51968226;chr11:51968351-51970144;chr11:51970243-51975900;chr11:51967957-51975900	+	ENSMUSG00000020392	Cdkn2aipnl	unannotated	0;0;795;44	0.8576051779935275	6;13;579;0	1.0	0.14239482200647247	0.0;0.0;0.0	6.292988980976296e-08;4.0844733797900287e-13;8.858097991384873e-11	6.292988980976296e-08	2.657617660561064e-06	Yes	1.0	1.0	0.6260623229461757	1.0	1.0	1.0	0.42264973081037427
MSE_284	MSE@chr10@92083874-92084082;92103706-92103912@92075673-92109639	2	chr10:92083874-92084082;chr10:92103706-92103912	chr10:92075673-92083874;chr10:92084082-92103706;chr10:92103912-92109639;chr10:92075673-92109639	-	ENSMUSG00000112117	Rmst	unannotated	6;49;23;27	0.49056603773584906	137;54;59;0	1.0	0.5094339622641509	0.0;0.0;0.0	6.405081775813607e-26;6.47329705770135e-08;3.873308403350634e-12	6.47329705770135e-08	2.711356390561795e-06	Yes	1.0	1.0	0.34146341463414637	1.0	1.0	1.0	0.42264973081037405
MSE_6456	MSE@chrX@48623962-48624135;48625596-48625640@48623828-48628136	2	chrX:48623962-48624135;chrX:48625596-48625640	chrX:48623828-48623962;chrX:48624135-48625596;chrX:48625640-48628136;chrX:48623828-48628136	+	ENSMUSG00000031105	Slc25a14	unannotated	204;0;107;42	0.711670480549199	188;6;80;0	1.0	0.288329519450801	0.0;0.0;0.0	9.982250888749705e-12;8.148955075788542e-08;1.4825761110140261e-09	8.148955075788542e-08	3.3581580997806006e-06	Yes	1.0	1.0	0.5670103092783505	1.0	1.0	1.0	0.42264973081037416
MSE_1627	MSE@chr16@18540435-18540575;18540972-18541097;18544111-18544273@18499140-18548093	3	chr16:18540435-18540575;chr16:18540972-18541097;chr16:18544111-18544273	chr16:18499140-18540435;chr16:18540575-18540972;chr16:18541097-18544111;chr16:18544273-18548093;chr16:18499140-18548093	+	ENSMUSG00000000884	Gnb1l	annotated	155;119;37;28;105	0.44664031620553357	119;101;102;96;21	0.8326693227091634	0.3860290065036298	0.2605042016806723;0.23564356435643563;0.07254901960784314;0.058333333333333334	8.87914353170908e-08;2.6634876196562615e-08;2.4977230448656884e-21;7.385387157377177e-23	8.87914353170908e-08	3.629793875762672e-06	Yes	0.9259259259259259	0.7985611510791367	0.31448763250883394	0.7808219178082192	0.7468354430379747	1.0	0.4857337545990496
MSE_3276	MSE@chr2@12401025-12401076;12403998-12404166@12400137-12405860	2	chr2:12401025-12401076;chr2:12403998-12404166	chr2:12400137-12401025;chr2:12401076-12403998;chr2:12404166-12405860;chr2:12400137-12405860	-	ENSMUSG00000026767	Mindy3	annotated	332;248;2;72	0.7293233082706767	328;256;6;0	1.0	0.2706766917293233	0.0;0.0;0.0	1.5421177881169526e-20;8.083737182125128e-21;9.317797459036631e-08	9.317797459036631e-08	3.7788845250537447e-06	Yes	0.6929133858267718	0.9577464788732394	0.3492063492063492	1.0	1.0	1.0	0.19895931681694484
MSE_4307	MSE@chr4@95837585-95837659;95844073-95844193@95769529-95849582	2	chr4:95837585-95837659;chr4:95844073-95844193	chr4:95769529-95837585;chr4:95837659-95844073;chr4:95844193-95849582;chr4:95769529-95849582	+	ENSMUSG00000028573	Fggy	unannotated	15;371;255;69	0.7558962264150944	11;290;292;0	1.0	0.24410377358490565	0.0;0.0;0.0	9.894730518591299e-08;8.700516318151911e-17;1.2170795832335905e-21	9.894730518591299e-08	3.95016194921887e-06	Yes	1.0	1.0	0.5509761388286334	1.0	1.0	1.0	0.42264973081037427
MSE_6578	MSE@chrX@7794260-7794286;7794992-7795099@7792337-7799290	2	chrX:7794260-7794286;chrX:7794992-7795099	chrX:7792337-7794260;chrX:7794286-7794992;chrX:7795099-7799290;chrX:7792337-7799290	+	ENSMUSG00000031153	Gripap1	annotated	154;128;252;58	0.7542372881355932	348;341;387;24	0.9372822299651568	0.18304494182956355	0.18311533888228299;0.15532409748205075;0.2694466720128308	8.932666627390162e-12;1.0931881456838981e-13;9.842221954426412e-08	9.842221954426412e-08	3.95016194921887e-06	Yes	0.7910447761194029	0.8726790450928382	0.35384615384615387	0.9323308270676691	0.9210526315789473	0.9557739557739557	0.24271389895792805
MSE_2298	MSE@chr18@3276694-3276729;3287904-3288092@3273578-3295040	2	chr18:3276694-3276729;chr18:3287904-3288092	chr18:3273578-3276694;chr18:3276729-3287904;chr18:3288092-3295040;chr18:3273578-3295040	-	ENSMUSG00000063889	Crem	annotated	177;10;23;0	1.0	141;6;21;44	0.56	-0.43999999999999995	inf;inf;inf	9.587345188133628e-15;1.0621530986641863e-07;4.6271375666943815e-09	1.0621530986641863e-07	4.175078718595379e-06	Yes	1.0	1.0	1.0	0.8518518518518519	0.7413793103448275	0.34782608695652173	0.14736864997274224
MSE_4487	MSE@chr5@137660162-137660194;137661364-137661492@137655728-137663436	2	chr5:137660162-137660194;chr5:137661364-137661492	chr5:137655728-137660162;chr5:137660194-137661364;chr5:137661492-137663436;chr5:137655728-137663436	-	ENSMUSG00000029722	Agfg2	annotated	144;126;339;0	1.0	60;73;292;21	0.8709016393442622	-0.12909836065573776	inf;inf;inf	7.335842094290145e-11;4.199969853398511e-09;1.4146319138158668e-07	1.4146319138158668e-07	5.476340211817484e-06	Yes	1.0	1.0	1.0	0.7069767441860466	1.0	1.0	0.4226497308103744
MSE_4302	MSE@chr4@95812108-95812169;95820882-95821776;95821977-95822125@95800664-95837585	3	chr4:95812108-95812169;chr4:95820882-95821776;chr4:95821977-95822125	chr4:95800664-95812108;chr4:95812169-95820882;chr4:95821776-95821977;chr4:95822125-95837585;chr4:95800664-95837585	+	ENSMUSG00000028573	Fggy	unannotated	337;123;44;375;69	0.7610389610389611	316;69;29;323;3	0.9839786381842457	0.22293967714528462	0.04636763896532746;0.07750472589792061;0.06596701649175413;0.050477857046708846	2.7104205113088483e-15;2.0023469367614702e-08;1.434352159760784e-07;2.6510230498645294e-14	1.434352159760784e-07	5.510931982238801e-06	Yes	0.9172413793103448	1.0	0.5227272727272727	0.9700374531835206	0.9812206572769953	1.0	0.3666058347990596
MSE_4389	MSE@chr5@112393460-112393583;112393785-112393999@112392255-112394718	2	chr5:112393460-112393583;chr5:112393785-112393999	chr5:112392255-112393460;chr5:112393583-112393785;chr5:112393999-112394718;chr5:112392255-112394718	-	ENSMUSG00000029348	Asphd2	unannotated	192;70;86;513	0.18441971383147854	175;159;111;235	0.3869565217391304	0.20253680790765188	0.5025898078529657;0.2016746968749617;0.35491631982860056	1.6460983082269743e-07;2.2758711309922903e-24;2.785730101586068e-10	1.6460983082269743e-07	6.277285339581969e-06	Yes	0.10759493670886076	0.226691042047532	0.25272727272727274	0.31976744186046513	0.8095238095238095	0.35039370078740156	0.19478487387605983
