event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	ref_junction_a	ref_junction_a_start	ref_junction_a_end	ref_PSI	alt_junction_a	alt_junction_a_start	alt_junction_a_end	alt_PSI	dPSI	OR_junction_a_start	p_junction_a_start	OR_junction_a_end	p_junction_a_end	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
RI_2308	RI@chr16@29454880-29455367	chr16:29454692-29454880	chr16:29455367-29455524	chr16:29454692-29455524	chr16:29454880-29455367	-	ENSMUSG00000038094	Atp13a4	unannotated	949	855	1106	0.5081627364602228	905	1513	1741	0.6425750394944708	0.134412303034248	1.8556259894672225	8.542312382975788e-23	1.650673873297833	9.232636056829037e-17	9.232636056829037e-17	8.093944276486789e-15	Yes	0.5296331138287864	0.5094161958568738	0.47023809523809523	0.6577139287945034	0.6841349605168701	0.6028985507246377	0.010062092667580355
RI_8089	RI@chr9@50526949-50528146	chr9:50526870-50526949	chr9:50528146-50528724	chr9:50526870-50528724	chr9:50526949-50528146	-	ENSMUSG00000032067	Pts	unannotated	417	492	174	0.444	155	461	251	0.6966731898238747	0.2526731898238747	2.5208103855232102	1.2066925150714552e-16	3.8808676307007786	3.475158519380087e-24	1.2066925150714552e-16	1.0332655443007204e-14	Yes	0.44776119402985076	0.39141414141414144	0.5751633986928104	0.6296296296296297	0.7622377622377622	0.7090909090909091	0.031106020386526885
RI_7551	RI@chr8@71367369-71367644	chr8:71367243-71367369	chr8:71367644-71367693	chr8:71367243-71367693	chr8:71367369-71367644	+	ENSMUSG00000002395	Use1	unannotated	4674	336	1069	0.13066121082488608	2020	506	731	0.23441349251468638	0.1037522816898003	3.4845650636492222	3.1804143846621225e-63	1.58225694412285	1.2785955712442268e-16	1.2785955712442268e-16	1.082250320303734e-14	Yes	0.17265822784810125	0.19272955186461924	0.0803651333452658	0.2423060251408756	0.2083682008368201	0.24169014084507043	0.13015664268879049
RI_2113	RI@chr15@89187050-89187148	chr15:89186956-89187050	chr15:89187148-89187243	chr15:89186956-89187243	chr15:89187050-89187148	-	ENSMUSG00000015377	Dennd6b	annotated	269	148	137	0.3462940461725395	122	229	222	0.6489208633093525	0.302626817136813	3.4116637128932212	1.7175457144911039e-16	3.5729328706473615	3.5636028503332074e-17	1.7175457144911039e-16	1.3801991849081254e-14	Yes	0.34951456310679613	0.43670886075949367	0.24916943521594684	0.6691729323308271	0.6923076923076923	0.583710407239819	0.013910809899966438
RI_566	RI@chr11@120711756-120711844	chr11:120711703-120711756	chr11:120711844-120711895	chr11:120711703-120711895	chr11:120711756-120711844	-	ENSMUSG00000025144	Cenpx	annotated	1215	444	204	0.21052631578947367	783	80	32	0.066746126340882	-0.14378018944859167	0.27958993476234856	5.353569509909287e-27	0.2434077079107505	1.760948399159684e-16	1.760948399159684e-16	1.3943681732700982e-14	Yes	0.06353591160220995	0.13564668769716087	0.3	0.04252400548696845	0.10306406685236769	0.07457627118644068	0.31386706526388536
RI_5774	RI@chr5@143328897-143329099	chr5:143328678-143328897	chr5:143329099-143329256	chr5:143328678-143329256	chr5:143328897-143329099	-	ENSMUSG00000001844	Zdhhc4	unannotated	117	53	32	0.2664576802507837	6	87	42	0.9148936170212766	0.6484359367704928	32.009433962264154	1.4565233970700849e-24	25.59375	1.8664164132721155e-16	1.8664164132721155e-16	1.446767417614301e-14	Yes	0.625	0.41333333333333333	0.12244897959183673	1.0	0.7777777777777778	0.9365079365079365	0.05312215213401654
RI_883	RI@chr11@73214207-73214965	chr11:73214055-73214207	chr11:73214965-73215140	chr11:73214055-73215140	chr11:73214207-73214965	+	ENSMUSG00000005951	Shpk	unannotated	113	15	4	0.07755102040816327	15	40	48	0.7457627118644068	0.6682116914562435	20.08888888888889	6.677029496040977e-16	90.4	1.4170157811042041e-25	6.677029496040977e-16	4.9666308291763387e-14	Yes	0.45454545454545453	0.06666666666666667	0.0	0.8235294117647058	0.7142857142857143	0.7142857142857143	0.04780917011691403
RI_2842	RI@chr17@34932828-34934003	chr17:34932566-34932828	chr17:34934003-34934185	chr17:34932566-34934185	chr17:34932828-34934003	+	ENSMUSG00000007038	Neu1	annotated	1261	115	113	0.0829090909090909	828	203	206	0.1980629539951574	0.11515386308606648	2.6883322831337955	7.0861452453905355e-16	2.7763456030097045	9.266360787241554e-17	7.0861452453905355e-16	5.2182373587055903e-14	Yes	0.06373117033603708	0.1195097037793667	0.06167400881057269	0.1585677749360614	0.2328159645232816	0.21634615384615385	0.01561765372858399
RI_7002	RI@chr7@4445122-4445447	chr7:4444978-4445122	chr7:4445447-4445667	chr7:4444978-4445667	chr7:4445122-4445447	-	ENSMUSG00000008435	Rdh13	unannotated	89	192	24	0.5482233502538071	0	113	53	1.0	0.4517766497461929	inf	7.581452713189344e-16	inf	5.798649321708273e-25	7.581452713189344e-16	5.5277047306857754e-14	Yes	1.0	0.7230769230769231	0.3700787401574803	1.0	1.0	1.0	0.2391167852245753
RI_4057	RI@chr2@121184499-121184702	chr2:121184334-121184499	chr2:121184702-121184826	chr2:121184334-121184826	chr2:121184499-121184702	+	ENSMUSG00000027263	Tubgcp4	unannotated	292	0	1	0.0017094017094017094	299	54	80	0.1830601092896175	0.1813507075802158	inf	1.0387670929551797e-15	78.12709030100335	9.404123244319903e-21	1.0387670929551797e-15	7.499491051492101e-14	Yes	0.0	0.002257336343115124	0.0	0.23770491803278687	0.061611374407582936	0.22743682310469315	0.09203146965282544
RI_1883	RI@chr15@66623883-66623992	chr15:66623761-66623883	chr15:66623992-66624099	chr15:66623761-66624099	chr15:66623883-66623992	+	ENSMUSG00000072501	Phf20l1	unannotated	7	65	61	0.9	103	58	48	0.33974358974358976	-0.5602564102564103	0.060642270351008214	1.3293392185310487e-15	0.0534776380709852	1.7620276382172149e-16	1.3293392185310487e-15	9.50413010219674e-14	Yes	1.0	0.8571428571428571		0.6559139784946236	0.21951219512195122	0.19708029197080293	0.04721649498570769
RI_6111	RI@chr6@124935445-124935602	chr6:124935233-124935445	chr6:124935602-124937238	chr6:124935233-124937238	chr6:124935445-124935602	+	ENSMUSG00000030120	Mlf2	unannotated	388	1446	1369	0.7839042049568365	519	1007	977	0.6565188616810059	-0.12738534327583062	0.5206256312677054	7.520802442738488e-17	0.533525870816919	1.4253912101489066e-15	1.4253912101489066e-15	1.0092866222631297e-13	Yes	0.7618110236220472	0.7113752122241087	0.8611309949892627	0.6604386677497969	0.7022556390977444	0.6252220248667851	0.10218231231879014
RI_52	RI@chr10@127521106-127522288	chr10:127520918-127521106	chr10:127522288-127522444	chr10:127520918-127522444	chr10:127521106-127522288	-	ENSMUSG00000025403	Shmt2	unannotated	302	678	12	0.5332302936630603	128	739	53	0.7557251908396947	0.2224948971766344	2.5716491519174043	1.9420076496654627e-16	10.420572916666666	1.790835797241679e-15	1.790835797241679e-15	1.2559728391321641e-13	Yes	0.648	0.5097402597402597	0.5	0.7542372881355932	0.7889447236180904	0.7400530503978779	0.03923517120864566
RI_2362	RI@chr16@4941797-4942211	chr16:4941285-4941797	chr16:4942211-4942294	chr16:4941285-4942294	chr16:4941797-4942211	-	ENSMUSG00000022515	Anks3	unannotated	160	112	76	0.3700787401574803	57	251	137	0.7729083665338645	0.4028296263763842	6.290726817042606	6.59309056084627e-24	5.060018467220683	1.865663797144131e-15	1.865663797144131e-15	1.2961083209593757e-13	Yes	0.3561643835616438	0.22807017543859648	0.6268656716417911	0.7945945945945946	0.5779816513761468	0.8557692307692307	0.08573954636086169
RI_5632	RI@chr5@122737030-122737433	chr5:122736988-122737030	chr5:122737433-122737533	chr5:122736988-122737533	chr5:122737030-122737433	-	ENSMUSG00000029471	Camkk2	unannotated	72	0	10	0.06493506493506493	17	27	50	0.6936936936936937	0.6287586287586288	inf	3.636020658259335e-15	21.176470588235293	3.195922929688424e-15	3.636020658259335e-15	2.43415055703834e-13	Yes		0.47368421052631576	0.007407407407407408	0.9393939393939394	0.8095238095238095	0.5087719298245614	0.22313948365184538
RI_3756	RI@chr1@191054911-191055262	chr1:191049282-191054911	chr1:191055262-191055371	chr1:191049282-191055371	chr1:191054911-191055262	-	ENSMUSG00000026632	Tatdn3	unannotated	529	289	228	0.32825396825396824	360	435	418	0.5422759059122696	0.21402193765830135	2.21179354094579	4.8407941116370895e-15	2.6939814814814813	5.41963577730407e-21	4.8407941116370895e-15	3.1546555608934094e-13	Yes	0.34024896265560167	0.41379310344827586	0.2202729044834308	0.4448979591836735	0.48254620123203285	0.6711409395973155	0.08455188674632613
RI_2351	RI@chr16@45732779-45736893	chr16:45732738-45732779	chr16:45736893-45737030	chr16:45732738-45737030	chr16:45732779-45736893	-	ENSMUSG00000033157	Abhd10	unannotated	677	154	93	0.15427857589006871	334	269	145	0.3826247689463956	0.22834619305632686	3.5405746947663115	2.0392722134580705e-26	3.1602923185886294	5.093893341278101e-15	5.093893341278101e-15	3.2904763653659595e-13	Yes	0.1511111111111111	0.36551724137931035	0.027932960893854747	0.32441471571906355	0.3399014778325123	0.47480106100795755	0.17176448556232612
RI_5402	RI@chr4@156230974-156231085	chr4:156230901-156230974	chr4:156231085-156231173	chr4:156230901-156231173	chr4:156230974-156231085	-	ENSMUSG00000078485	Plekhn1	unannotated	645	166	166	0.20468557336621454	508	375	312	0.4034057545507927	0.19872018118457815	2.8682643961673464	1.4722797286995164e-22	2.3863959776112322	5.2916027705924035e-15	5.2916027705924035e-15	3.3884663306645615e-13	Yes	0.24651162790697675	0.08280254777070063	0.30851063829787234	0.49393414211438474	0.3756906077348066	0.3481675392670157	0.08471766306703024
RI_6049	RI@chr6@118392724-118392803	chr6:118392544-118392724	chr6:118392803-118392991	chr6:118392544-118392991	chr6:118392724-118392803	-	ENSMUSG00000030138	Bms1	unannotated	162	43	41	0.20588235294117646	66	123	99	0.6271186440677966	0.42123629112662014	7.021141649048626	3.7659837778012813e-19	5.926829268292683	5.885758134331266e-15	5.885758134331266e-15	3.7364416294151244e-13	Yes	0.38461538461538464	0.21893491124260356	0.01639344262295082	0.6078431372549019	0.611764705882353	0.6829268292682927	0.050524472801886385
RI_5404	RI@chr4@156237517-156237600	chr4:156237343-156237517	chr4:156237600-156237728	chr4:156237343-156237728	chr4:156237517-156237600	+	ENSMUSG00000095567	Noc2l	annotated	776	6	8	0.008939974457215836	353	41	48	0.1119496855345912	0.10300971107737536	15.021718602455147	9.656216227209775e-15	13.189801699716714	2.8030936148076807e-16	9.656216227209775e-15	6.026133584506169e-13	Yes	0.030612244897959183	0.0	0.0023923444976076554	0.0726643598615917	0.02262443438914027	0.22105263157894736	0.25196639503073165
RI_5423	RI@chr4@3942819-3943388	chr4:3942721-3942819	chr4:3943388-3943528	chr4:3942721-3943528	chr4:3942819-3943388	+	ENSMUSG00000042198	Chchd7	unannotated	1155	977	630	0.41026295634414095	293	953	330	0.6864633493846977	0.2762003930405567	3.84514481539574	4.2983404612236416e-70	2.0648464163822524	1.5261366753815822e-14	1.5261366753815822e-14	9.444092838243674e-13	Yes	0.47181008902077154	0.4739583333333333	0.3329532497149373	0.6232876712328768	0.6678321678321678	0.7531556802244039	0.014446388540315255
RI_173	RI@chr10@67243940-67244761	chr10:67243772-67243940	chr10:67244761-67244873	chr10:67243772-67244873	chr10:67243940-67244761	+	ENSMUSG00000037876	Jmjd1c	unannotated	43	121	78	0.6982456140350877	1	178	170	0.9942857142857143	0.29604010025062666	63.256198347107436	1.6238273858051142e-14	93.71794871794872	5.505975426096078e-18	1.6238273858051142e-14	9.964887390890717e-13	Yes	1.0	1.0	0.21100917431192662	1.0	0.9767441860465116	1.0	0.43417812670309947
RI_728	RI@chr11@59818499-59820005	chr11:59818419-59818499	chr11:59820005-59820118	chr11:59818419-59820118	chr11:59818499-59820005	-	ENSMUSG00000019373	Cops3	unannotated	2884	895	652	0.21148325358851675	1898	904	973	0.3308655032610612	0.11938224967254443	1.5347740344143497	1.6503955936135497e-14	2.2675887437211917	3.128693813895383e-45	1.6503955936135497e-14	1.0044225744934033e-12	Yes	0.1864406779661017	0.2671098944075088	0.17726550079491257	0.2695074709463199	0.27071823204419887	0.4242288779615557	0.15103913877766367
RI_670	RI@chr11@5078952-5079485	chr11:5078920-5078952	chr11:5079485-5080417	chr11:5078920-5080417	chr11:5078952-5079485	-	ENSMUSG00000009079	Ewsr1	unannotated	1503	614	388	0.25	1202	813	688	0.38437900128040975	0.13437900128040975	1.6556810852704775	1.7516847765886824e-14	2.217232447638815	1.724051491897844e-27	1.7516847765886824e-14	1.05732841760648e-12	Yes	0.2403846153846154	0.2874132804757185	0.19170984455958548	0.3694915254237288	0.42410714285714285	0.3584359160028964	0.016306856349946674
RI_3370	RI@chr19@4762647-4765344	chr19:4761977-4762647	chr19:4765344-4767065	chr19:4761977-4767065	chr19:4762647-4765344	+	ENSMUSG00000033760	Rbm4b	unannotated	818	137	156	0.1518921721099015	394	177	339	0.39570552147239263	0.24381334936249113	2.6823150172292416	1.7892388423639788e-14	4.511616556032799	3.337886653293456e-42	1.7892388423639788e-14	1.0712158402575887e-12	Yes	0.13562386980108498	0.29256198347107437	0.05317769130998703	0.33489461358313816	0.40641711229946526	0.4393638170974155	0.06269591875212345
RI_6625	RI@chr7@130503850-130506808	chr7:130503722-130503850	chr7:130506808-130507053	chr7:130503722-130507053	chr7:130503850-130506808	-	ENSMUSG00000030850	Ate1	unannotated	33	60	390	0.872093023255814	0	194	648	1.0	0.12790697674418605	inf	7.310430685719946e-19	inf	2.2179104163609623e-14	2.2179104163609623e-14	1.3171526053292038e-12	Yes	0.92	0.8409785932721713	1.0	1.0	1.0	1.0	0.22477088838379597
RI_772	RI@chr11@68972741-68972884	chr11:68972484-68972741	chr11:68972884-68973028	chr11:68972484-68973028	chr11:68972741-68972884	-	ENSMUSG00000032892	Rangrf	annotated	74	364	302	0.8181818181818182	8	387	356	0.9789196310935442	0.16073781291172595	9.834478021978022	2.7179290245516478e-14	10.903973509933774	2.0003750730621976e-15	2.7179290245516478e-14	1.5884785187935185e-12	Yes	1.0	1.0	0.5842696629213483	0.9927007299270073	0.9692307692307692	0.971830985915493	0.48912534598806157
RI_4701	RI@chr3@115942544-115942696	chr3:115938973-115942544	chr3:115942696-115946711	chr3:115938973-115946711	chr3:115942544-115942696	-	ENSMUSG00000054414	Slc30a7	unannotated	0	254	377	1.0	52	280	372	0.8624338624338624	-0.13756613756613756	0.0	3.2001446695214736e-14	0.0	9.849290392742677e-16	3.2001446695214736e-14	1.8555799485319786e-12	Yes	1.0	1.0	1.0	0.5856573705179283	1.0	1.0	0.42264973081037427
RI_488	RI@chr11@116216941-116217032	chr11:116216771-116216941	chr11:116217032-116217184	chr11:116216771-116217184	chr11:116216941-116217032	+	ENSMUSG00000092300	Cdk3	unannotated	0	31	31	1.0	37	2	8	0.11904761904761904	-0.8809523809523809	0.0	7.39325579635465e-18	0.0	3.330881864617581e-14	3.330881864617581e-14	1.9162979727378023e-12	Yes			1.0	0.0	0.45454545454545453	0.0	
RI_5080	RI@chr4@109977113-109977342	chr4:109976927-109977113	chr4:109977342-109977884	chr4:109976927-109977884	chr4:109977113-109977342	-	ENSMUSG00000085256	Dmrta2os	unannotated	6	158	171	0.9648093841642229	68	114	147	0.6574307304785895	-0.30737865368563344	0.06366344005956813	9.768448672197168e-16	0.07585139318885449	3.435992577504843e-14	3.435992577504843e-14	1.9614456853291213e-12	Yes	1.0	0.9148936170212766	1.0	0.6577540106951871	0.4727272727272727	0.86	0.10242925703362663
RI_4469	RI@chr2@31028883-31033030	chr2:31026795-31028883	chr2:31033030-31033188	chr2:31026795-31033188	chr2:31028883-31033030	-	ENSMUSG00000075415	Fnbp1	unannotated	779	192	564	0.3267070008643042	1372	125	565	0.20093185789167153	-0.12577514297263268	0.3696512086977648	3.0582880003072155e-16	0.5687909662345181	3.9112252956717476e-14	3.9112252956717476e-14	2.1986460364371564e-12	Yes	0.4177831912302071	0.2819614711033275	0.25925925925925924	0.22146507666098808	0.22344322344322345	0.1714087439278279	0.1362819591660275
RI_8181	RI@chr9@7206222-7206720	chr9:7206073-7206222	chr9:7206720-7208205	chr9:7206073-7208205	chr9:7206222-7206720	+	ENSMUSG00000032002	Dcun1d5	unannotated	165	834	667	0.8197706171490988	50	829	868	0.9443516972732332	0.12458108012413438	3.2802158273381297	5.2003012072470045e-14	4.294452773613194	1.6367553836223583e-20	5.2003012072470045e-14	2.901137734103556e-12	Yes	0.8925925925925926	0.8381642512077294	0.7019438444924406	0.9088729016786571	0.9379084967320261	0.96875	0.14407669399429296
RI_3391	RI@chr19@5117432-5118122	chr19:5117194-5117432	chr19:5118122-5118560	chr19:5117194-5118560	chr19:5117432-5118122	-	ENSMUSG00000024862	Klc2	unannotated	147	118	15	0.3114754098360656	42	156	74	0.732484076433121	0.4210086665970554	4.627118644067797	5.244922591724008e-14	17.266666666666666	1.7125118651506417e-22	5.244922591724008e-14	2.9040308244703457e-12	Yes	0.36774193548387096	0.22535211267605634	0.3384615384615385	0.6260162601626016	0.7910447761194029	0.8064516129032258	0.005020619307195844
RI_1909	RI@chr15@76049301-76050050	chr15:76049203-76049301	chr15:76050050-76050112	chr15:76049203-76050112	chr15:76049301-76050050	-	ENSMUSG00000022568	Scrib	unannotated	313	136	51	0.23001230012300122	89	137	132	0.6017897091722595	0.37177740904925827	3.542713152676801	7.329635859613869e-14	9.10244547257105	1.2524170668305413e-30	7.329635859613869e-14	4.028017796283323e-12	Yes	0.14814814814814814	0.3446808510638298	0.20441988950276244	0.7709923664122137	0.43478260869565216	0.6067415730337079	0.040729286534030205
RI_1173	RI@chr12@4740043-4741062	chr12:4738938-4740043	chr12:4741062-4741207	chr12:4738938-4741207	chr12:4740043-4741062	-	ENSMUSG00000050545	Fam228b	unannotated	364	436	407	0.5366008911521324	177	489	611	0.7565337001375516	0.21993280898541923	2.30648421707355	7.567045227710772e-14	3.0872721720179346	7.154328652387309e-25	7.567045227710772e-14	4.127683041249046e-12	Yes	0.6868008948545862	0.6092619392185239	0.26558891454965355	0.7421875	0.8895705521472392	0.6699576868829337	0.18859755658708424
RI_7255	RI@chr8@105702396-105702608	chr8:105702174-105702396	chr8:105702608-105703496	chr8:105702174-105703496	chr8:105702396-105702608	+	ENSMUSG00000005699	Pard6a	unannotated	639	45	27	0.05333333333333334	145	56	43	0.2544987146529563	0.20116538131962297	5.484137931034483	1.9722884629237843e-14	7.0183908045977015	8.169368652397313e-14	8.169368652397313e-14	4.4234728497245456e-12	Yes	0.08225108225108226	0.05389221556886228	0.042071197411003236	0.323943661971831	0.26	0.1836734693877551	0.031691335812286815
RI_1099	RI@chr12@112612036-112614895	chr12:112611410-112612036	chr12:112614895-112615557	chr12:112611410-112615557	chr12:112612036-112614895	+	ENSMUSG00000037679	Inf2	unannotated	155	176	290	0.6005154639175257	56	239	364	0.8433566433566434	0.24284117943911765	3.758624188311688	1.052581189559293e-13	3.4741379310344827	9.445147709741902e-14	1.052581189559293e-13	5.576408546701175e-12	Yes	0.8656716417910447	0.6508728179551122	0.36929460580912865	0.901840490797546	0.8181818181818182	0.7746478873239436	0.29138045686272984
RI_3910	RI@chr1@75194943-75195569	chr1:75194841-75194943	chr1:75195569-75195712	chr1:75194841-75195712	chr1:75194943-75195569	+	ENSMUSG00000026199	Ankzf1	unannotated	47	21	212	0.7125382262996942	0	37	212	1.0	0.2874617737003058	inf	1.0827006854109056e-13	inf	8.391058695546227e-14	1.0827006854109056e-13	5.695005605261364e-12	Yes	1.0	0.950920245398773	0.044444444444444446	1.0	1.0	1.0	0.393794649534279
